SMILES	STRID
OC1=C(C(=CC=C1Br)F)[N+](=O)[O-]	EN300-199231
CC(C)(C)C(N)CCO	EN300-34645
CCC1=C(C=C(C=C1)CO)C(=O)C	EN300-7444517
OC2=C1C=CN=CC1=NC=C2Br	EN300-7444629
C[C@@]1(O)C[C@@H]2C[C@H]1C[C@@H]2N	EN300-7444642
CC1=C(N=CC(=C1)N)NC(=O)C2=CC(=CC=C2)O	EN300-7444660
CNC1=NC=NC(=C1)N2C[C@H](O)C[C@@H]2CN	EN300-7460995
CC(C)(O)CO[C@H]1CC[C@H](N)CC1	EN300-7461166
OCC[C@]12C[C@H]1CCC2	EN300-7461194
CCCCCCCCCC1=NC2=C(C(=C1)O)C=CC=C2	EN300-7415282
NC(CO)C1=CC(=C(C=C1)F)C(F)(F)F	EN300-7423128
CSC1=NC(=C(N=N1)O)C(=O)N	EN300-7431383
CCOC(=O)C1=C(C(=C(N=C1C)C)C)O	EN300-7441318
CC1(O)CCCC2=C1C=CC(=N2)N	EN300-7443014
COC(=O)C1(CO)CCCO1	EN300-1719882
OCC1CCC(CC1)C(F)(F)F	EN300-131923
CC=CCCCO	EN300-95400
N[S](=O)(=O)C1=C(C=C(C=C1)CO)F	EN300-278858
OCC1CCNC12CCOCC2	EN300-7442415
OCC1=NO[C@@H]2COC[C@H]12	EN300-7442517
CC(C)C1=CC=C(C=C1)C2(O)CNC2	EN300-7442651
OC1CCCC2=C1C=N[NH]2	EN300-84803
OCC1=CC(=C(C=C1)C(F)(F)F)C2CCCCC2	EN300-7441966
COC(=O)[C@@H]1[C@H]2CN[C@@H]1[C@@H](O)C2	EN300-7444891
OCC[N]1C=CN=N1	EN300-760994
COCC1=NC(=C(C=N1)Br)O	EN300-1270133
OC2(CN1CCCCC1)CCNCC2	EN300-1270320
CC(C)(C)C1=C[NH]C(=N1)CO	EN300-1440102
CC(=O)NC1=CC=C(C=C1)O[C@@H]2CCCC[C@H]2O	EN300-1440183
CC(C)(C)OC(=O)CCNCCO	EN300-7461211
OC1(CNC1)C2=C(C=C(C=C2)Br)Cl	EN300-7461232
O[C@H]1C[C@@]2(C1)CCNC2	EN300-7461310
CCN(C)C1=NC=NC(=C1)N2C[C@H](O)C[C@@H]2CN	EN300-7461382
OC1=CC(=O)OC2=C1C=C(C(=C2)Cl)Cl	EN300-7461458
N[C@@H]1[C@H](CO)[C@@H]2C[C@H]1C=C2	EN300-27149726
CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)[C@H](O)C=C	EN300-27159162
CCOC(=O)C(F)(F)C1(O)CCNCC1	EN300-1663718
OCC1=C(OC=N1)C2CC2	EN300-1246329
CC(=O)NC(CO)C1=CC=CC=C1	EN300-1662356
OC1(CCOC1)C=C	EN300-631648
NC2=C1C=N[N](C1=NC=N2)CCO	EN300-1725923
OCC1(CC(F)C1)C2=CC=CC=C2	EN300-741768
COC(=O)\C=C\CO	EN300-724809
OCC1CCCCCCC1	EN300-1265853
CN(C)C(=O)NC1=CC(=C(C=C1)O)C(F)(F)F	EN300-1703420
CC1=C(C=CN=C1N)O	EN300-7443034
OC1(CNC1)C2=NC=CC=C2	EN300-7443192
NCC2(CO)CC1CC1C2	EN300-7443699
OCC1(OCCO1)C2=CC=CC=C2	EN300-7442110
OCC1=C(C(=CC=C1)[N+](=O)[O-])O	EN300-7442148
COC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)CN	EN300-7442413
CCC1=C(O)C(=O)C=CN1CCO	EN300-5255209
OC1=C(C=NC(=N1)C2CCOCC2)Br	EN300-5788065
CC(C)(CO)CNC1CCNCC1	EN300-6371914
C[C@H](O)C1=CC(=C(C=C1)Br)C	EN300-1720509
NC[C]2(CO)C[C]1(C[CH2]C1)C2	EN300-7461740
CC1=C(CO)CCCC1	EN300-7462035
OC1=C(N=CC(=C1)C(F)(F)F)C#N	EN300-20962323
OCC1=C(C(=NC=C1)Br)Cl	EN300-7447825
OC1=CC2=C(C=C1)[NH]C=C2CC#N	EN300-1609124
C[Si](C)(C)CO	EN300-1707856
OC[C@@H]1CCO1	EN300-2009884
COC(=O)C1=NC(=CN=C1)O	EN300-2151922
CC1(C)CN(CCO)CCS1	EN300-2952896
CC(C)(C)OC(=O)N1CC(C)(CO)C1	EN300-2954195
O[C@H](CF)C1=C(C=CC(=C1)F)F	EN300-7443890
COC(=O)[C@H](NC(=O)CN)C1=CC=C(C=C1)O	EN300-7444375
CC1=NOC(=N1)[C@H](N)CO	EN300-37434624
OC2=C1N=CC(=CC1=NC=C2)F	EN300-206756
NC2=C1C=CC=CC1=CC(=C2)O	EN300-219228
OCC1=CC(=NO1)Br	EN300-225431
NC2=N[N]1C=CC(=CC1=N2)O	EN300-7462203
OC1=CC(=N[NH]1)C2=CC=C(C=C2)F	EN300-7456395
COC[C@H]1C[C@H](O)CN1	EN300-37433029
OC1(COC1)C2=CC(=NO2)CCl	EN300-7457159
CC1=CC2=C(C=C1)OC(=O)C(=C2O)C	EN300-7459409
CC1(C)COC2=C1C(=CC=C2)O	EN300-3200893
OC1=C(C=CC=C1)C2=CC=NC=C2	EN300-3202457
CC1=C(SC(=N1)Br)CO	EN300-3253291
OC1=CC=C(C=C1)[S](=O)(=O)C2=CC=C(C=C2)Cl	EN300-3333426
OCC1=CSC=C1Cl	EN300-3455719
OC1=C(C=C(C(=C1)Cl)F)F	EN300-4251826
CC[N]1C(=NC2=C1C=CC(=C2)F)CO	EN300-5049258
COC(=O)C(C)(N)C(C)(C)O	EN300-7444385
OC1=C(C=CC=C1)OC2=NC=CN=C2	EN300-7444396
N[C@@H]2CC(C[N]1C=CN=C1)C[C@H]2O	EN300-7444606
NCCN(CCO)CC1=CC(=CC=C1)Cl	EN300-7444641
OC[C@@H]1CO[C@@H]2CNC[C@H]12	EN300-7444772
OC1=CC2=C(C=C1)C(=O)OC2=O	EN300-298988
OC1(COC1)C2=CC=C(C=C2)Br	EN300-322987
NC2=C1C=C[NH]C1=CC=C2O	EN300-6740557
COC(=O)C1=C(N=C(C=C1)C)O	EN300-1700547
CC1=C(C2=C(C=C1)[C@@H](O)CCO2)C	EN300-1695876
CNCC(F)(F)CO	EN300-1663712
CC(C)(C)[Si](C)(C)OCCOCCOCCO	EN300-263879
CCC(C)(CC)CO	EN300-379726
OCC[S](=O)(=O)CCBr	EN300-7463171
COC(=O)[C@@H](O)C1=CC=C(C=C1)OC	EN300-7463270
OC2=C1C=CC(=CC1=NC=C2[N+](=O)[O-])OC(F)(F)F	EN300-7463366
OCC1NCCC12CCC2	EN300-7463487
CN(C)C1=NC=NC(=C1)N2C[C@H](O)C[C@@H]2CN	EN300-7460686
CC(C)OC(=O)C(CO)NC(=O)OC(C)(C)C	EN300-7460901
CCC(C)C(O)CN(C)C	EN300-6234391
COC1=CC(=C(C(=C1)O)C(=O)C)OC	EN300-6477862
OC1=C(C=CN=C1)I	EN300-6482104
CC(C)(C)OC(=O)NC[C@@H]1CCC[C@H](CO)C1	EN300-6492081
OC1CC(CC#N)C1	EN300-7442647
OC1CCC2=C1N=C(C=C2)Br	EN300-31177010
COC(=O)[C@@H](CC1=CC=C(C=C1)O)NC(=O)CN	EN300-7442705
CC1=CC(=C(C=C1)CO)[N+](=O)[O-]	EN300-244370
COC(=O)C2=CC(=C1CCNC1=C2)CO	EN300-28244538
O[C@@H]1COCC2=C1C=CC(=C2)Br	EN300-28254121
CC12CC(CN)(C1)C(O2)CO	EN300-28256990
OC(CCC=C)C=C	EN300-128780
CC1=C[N](C)C2=C1C=CC(=C2)O	EN300-1663555
OC1=CC=C(C=C1)N2CCOCC2	EN300-316456
CC1=C(C=C(C=C1)[N+](=O)[O-])CO	EN300-1840035
C[S](=O)(=O)CCCCCO	EN300-1637757
OCC1=CC(=CS1)C#N	EN300-1851406
OC2=C1C=CC(=NC1=CC=N2)Cl	EN300-6734078
CC1=C(C=CC(=N1)C#N)O	EN300-7436242
OCC1=CC2=C(C=C1)C(=O)NN=C2	EN300-7436983
CC(C)N(CCO)C(=O)C1=NN=C(C=C1)Cl	EN300-7437683
O[C@@H]1CCCC[C@H]1N2CCNCC2	EN300-7442860
O[C@@H]1C[S](=O)(=O)C[C@H]1N2CCCC2	EN300-1214519
CC1=CC=C(C=C1)[N]2C=CC(=N2)CO	EN300-2676474
CN2CCC1=C(C(=CC=C1)O)C2	EN300-3200916
CC(C)(O)CO[C@H]1CC[C@H](N)CC1	EN300-5148972
CC(CO)CC1=CC=N[N]1C	EN300-5197122
NCCCNCCO	EN300-6480851
CC1(C)[C@@H](O)[C@@H]2CCN[C@H]12	EN300-7463800
C[N]1N=C(C(=C1O)Br)C(F)(F)F	EN300-713527
C[C@@H]1CC[C@H](C[C@H]1O)NC(=O)OC(C)(C)C	EN300-6763704
OC1=C(C=CC=C1)N2CCCCC2	EN300-7438784
NCC1=N[NH]C(=C1)CO	EN300-7439043
CC1(C)CNCC1CO	EN300-7439060
OCCCCI	EN300-1250516
C[C@@H](O)[C@H]1CCCO1	EN300-7043798
CC(C)(C)OC(=O)N1[C@H]2CC[C@@H]1C[C@H](CO)C2	EN300-7095548
CC(C)(C)OC(=O)N2CCC(O)(CC1CO1)CC2	EN300-380310
CC(=O)C2=C([N]1N=C(C=C1N=C2)C)O	EN300-1696608
OCC2COC1=C(C=CC=C1)C2	EN300-1826560
OC(C(F)F)C1=CC(=NC=C1)Cl	EN300-1933496
OC2CC1(CCNCC1)OC3=C[N](N=C23)C4CCCC4	EN300-6504251
COC(=O)C1=C(SC(=N1)O)C	EN300-7278520
OCCCOCCOCCCl	EN300-7353728
COC1=C(C=C(C=C1)\C=C\C(=O)C)O	EN300-7464496
CCOC(=O)CC1=CC2=C(C(=C1)O)C=CO2	EN300-7464653
OCC1(CCC2(CC1)OCCO2)C3=NC=CC=C3	EN300-7464839
CCOC(=O)CC1=COC2=C1C=CC=C2O	EN300-6764424
CC(O)C1=C(C(=CC=C1)C)N	EN300-6802149
OC1CCCC(=O)NC1	EN300-6991726
CC(F)CO	EN300-7062556
OC[C@]12CCC[C@@]1(F)CNC2	EN300-7439096
CC(N)C1=NOC(=N1)O	EN300-7443213
CC1(C)CNCC(CO)C1	EN300-7253634
OCC1CC=CCN1	EN300-7266304
C[Si]1(C)C[C@@H](N)[C@H](O)C1	EN300-7354885
CC1=N[N](CCO)C=C1CN	EN300-1693566
NC1=NC2=C(C(=N1)O)[NH]C(=N2)SCC(=O)N3CCN(CC3)C4=CC=C(C=C4)F	EN300-19662102
NC[C@@]1(CO)CC[C@@H]1C2=CC=CC=C2	EN300-7465001
C[C@@H]1CNC[C@@H](O)C1	EN300-7465250
OC1=CC2=C(C=C1)C=NO2	EN300-1460824
OCC1=C(C(=CC(=C1F)F)F)F	EN300-1850133
CC[C@@H](O)C(C)C	EN300-1663752
OCC1CC2=C(CN1)[NH]C3=C2C=CC=C3	EN300-746257
OC1CCC2CC1CN2	EN300-746316
OC2=C1C=CC(=CC1=NC=C2)OC(F)(F)F	EN300-7368467
CC(C)(CO)[S](=O)(=O)C1=CC=CC=C1	EN300-7439329
OCC1C2CCCOC12	EN300-7439766
C[P]1(=O)C[C@@H](N)[C@H](O)C1	EN300-7443347
CCOC(=O)C1=C(C2=C(N=C1)C(=CC(=C2)F)Br)O	EN300-7443416
CC(O)(CN)C1CCC=CC1	EN300-7443459
CC(N)C1=NN=C([NH]1)C(C)O	EN300-7443527
CN(C)CC(O)CC1(CCC1)C#N	EN300-7443687
COC(=O)C1=NC2=C(C(=C1)O)C=C(F)C=C2Br	EN300-7364264
CCCCC1=C(N=C(N=C1C)N)O	EN300-7380775
NC12CCC(O)(CC1)CC2	EN300-7421630
CC(C)(C)OC(=O)N1C[C@@H](CO)OC(C)(C)C1	EN300-7423130
COC1=C(C(=CC=C1)C2=NC(=NO2)C(F)(F)F)O	EN300-2010537
N[C@H](CO)C1=C(C=C(C=C1)Cl)Br	EN300-19103025
OC2(CC1CC(=NO1)CCl)COC2	EN300-7457160
OCC1=C(C=CC=C1)CCC=C	EN300-7459367
CCCCC[C@H]1C[C@@H](O)C1	EN300-7460328
OC(O)(C1CCOC1=O)C(F)(F)F	EN300-1704274
OCC1=NC(=CS1)Br	EN300-316647
NCC1=CC(=CN=C1)O	EN300-716448
C[S](=O)(=O)CC1=NC(=CC=N1)CO	EN300-1662878
CCOC(=O)C1=C(C)[N](C)C2=C1C=C(C=C2)O	EN300-15240
OC1(CNC2=C1C=CC=N2)C(F)(F)F	EN300-814128
COC(=O)C1(CCOCC1)NCCO	EN300-814271
OC2CCC1(CNC1)CC2	EN300-7460041
CC1CNCCC(O)C1	EN300-7460170
COC(=O)C1(N)CC(O)(C1)C(F)(F)F	EN300-7460221
COC1=CC(=C(C=C1)O)CC2CCNCC2	EN300-7460244
OCC1CC2(C1)CNC(=O)C2	EN300-7460334
NC(CO)C(F)F	EN300-7445188
COC1=NOC(=C1Br)CO	EN300-7445235
OCC1(COCCN1)C2=CC=CC=C2	EN300-7445287
CC(C)(O)C1=C(C=CC(=C1)Cl)N	EN300-7460683
CC(C)(C)OC(=O)N[C@@H]1CCNC[C@H]1CO	EN300-7445487
OC1(COC1)C2=C[N](CC(=O)O)N=N2	EN300-7445540
NCC(CO)C1=CC(=CC=C1)F	EN300-1719758
OCC1=CC=C(C=C1)C2CCNCC2	EN300-1608761
OCC1CNCC12CCC2	EN300-1725745
COC(=O)C(O)C1=CC(=CC=C1)F	EN300-1721904
NC[C@@H](O)C1=CC(=CC=C1)F	EN300-1703096
CCC\C=C\CO	EN300-1692298
CC1=CC(=NC=C1)NCC2=C(C=CC=C2)O	EN300-1666275
CC1C(O)C[C@@H](CC1C#N)C(=C)C	EN300-1693589
COC1=CC=C(C=C1)[C@H](O)CN	EN300-1693193
CCC2=C1[NH]C=C(C1=CC=C2)C(=O)C(NC3=CC(=CC=C3)CO)C4=CC=CC=C4	EN300-37443019
CC[C@H](O)CN1CCNCC1	EN300-2988004
OCCN1CCN2CCC1CC2	EN300-3482001
OCC1CCC1C2=CC=CC=C2	EN300-7460253
CC(C)(C)OC(=O)N2C[C@@H]1CCCC[C@]1(CO)C2	EN300-7460476
CC(C)(C)OC(=O)N[C@@H]1CNCC[C@H]1CO	EN300-7445871
OCC1COC(=O)N2CCCC12	EN300-37440940
OCC1=CC=C[N]2C=CN=C12	EN300-1425652
COC[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C1=CC=CC=C1	EN300-1425970
COC2=C1[NH]C(=C(C1=CC=C2)CO)C	EN300-5118878
NC1=C(C=CC=C1)CCCO	EN300-2982403
OC[C@@H]1CNC(=O)CO1	EN300-2987046
NC1=C(C=C(N=N1)Cl)O	EN300-2991467
COCOC1=C(C(=C(C=C1)C(C)O)OCOC)CC=C(C)C	EN300-37442066
OCC2=C[N]1C(=CC=CC1=N2)Cl	EN300-1721268
OCC1CCCCC1=O	EN300-152540
OC1(CC1)C2=C(N=C(C=C2)Cl)Cl	EN300-1965272
COC(=O)[C@@H]1CC[C@H](O)C[C@@H]1N	EN300-37442843
OC2=C1C(N(C(C1=CC=C2)=O)C3CCC(=O)NC3=O)=O	EN300-6472923
OC1=CC=C(C=C1)C[N]2C=CC=N2	EN300-3176684
OCC[CH]=[C]=[CH2]	EN300-3425443
NC1=NC(=NS1)C2=CC=C(C=C2)O	EN300-7447538
CNC(CCO)C(F)F	EN300-7447556
CC(=O)OCC1=CC(=O)C(=CO1)O	EN300-7447581
CC(C)(C)OC(=O)N1CC[C@@H](O)[C@H](F)C1	EN300-1699930
CC1=NC(=CC(=N1)O)CCl	EN300-158927
CCCC(C)(C)CO	EN300-1241166
COC(=O)C1=CC(=C(C(=C1)C)O)[N+](=O)[O-]	EN300-1693037
OCC1(CC2CCC1C2)C#N	EN300-6795237
CSC1=NC(=C(C(=N1)C)C)O	EN300-6805325
CC1=NC(=C(Br)S1)CO	EN300-6938110
COC(=O)N(C)CCO	EN300-6944409
OCC1=C(C=CC(=C1)I)F	EN300-6966152
CO[C@@H](C)CO	EN300-7145149
COC(=O)N(C)CCCO	EN300-7306069
CC(C)(C)OC(=O)NC[C@H]1C[C@@H](O)CN1C2=NC=NC(=C2)F	EN300-7356048
CCN(C)C(=O)OCCO	EN300-4344172
OCCSSC1=NC=CC=C1	EN300-4541839
CC1=N[N](C(=N1)O)C	EN300-4706225
OC1(CI)CCC1	EN300-4801820
CN(C)C(=O)CC(C)(C)O	EN300-4997353
COC2=CC(=C1OCC(C1=C2)O)Br	EN300-5072142
CN2CCN(CC1=CC=CC=C1)C(CO)C2	EN300-5118091
OC1CC2(C1)CCCC2	EN300-5187023
CC[N]3C=C2OC1(CCNCC1)CC(O)C2=N3	EN300-7447930
NC[C@H]1C[C@@H](O)CN1CC2=CC=CC=C2	EN300-7448093
CC(C)(C)OC(=O)N1CCOC[C@H]1CC2=CC=C(C=C2)O	EN300-7448097
OCC1=CC(=NC=C1)C(F)(F)F	EN300-106622
CC(C)C(=O)C1=C(C=C(C=C1)O)F	EN300-7395105
OC1=C(C2=C(C=C1Cl)CN(CC2)N=O)Cl	EN300-37440924
CC(O)C1=CN=CO1	EN300-1600000
CC(C)(N)C1(O)CCCCC1	EN300-1643756
CC(F)(F)C1=CC(=CC=C1)CO	EN300-1716179
COC1(CO)CCCC(C)C1	EN300-1143568
OC1=NN=C2CCCN[N]12	EN300-7436190
CON(C)CCC(C)CCO	EN300-7437885
C\C=C\C1=CC=C(C=C1)O	EN300-7441166
CC1(C)CN(CC(=O)NCCO)CCS1	EN300-7441371
COC(=O)C1=C(C=C(C(=C1)Br)O)F	EN300-6489844
CC(C)[N]3C=C2OC1(CCNCC1)CC(O)C2=N3	EN300-6504247
CCOC(=O)C(O)C(F)(F)C1=CC=CC=C1	EN300-6505125
COC(=O)C12CCC(CO)(C1)OC2	EN300-7455638
NCCC1=CC(=C(C=C1)O)N	EN300-7455669
CC(F)(F)C1=CN=C(C=C1)CO	EN300-7455891
CC(C)(C1=CC=C(C=C1)O)[N]2C=CC=N2	EN300-7456081
CC(C)C(CN)OCCO	EN300-1294256
CC(=O)N(C(C#N)C1=CC=C(C=C1)O)C2CC2	EN300-7441543
O[C@H](C(F)F)C1=C(C=CC(=C1)Cl)F	EN300-7444712
OCC1=NOC(=C1)CC2CC2	EN300-6744024
OC2=C1N=C(OC1=CC=C2)C(F)(F)F	EN300-6746061
OC2(CC1=CC(=CC=C1)Br)CCNCC2	EN300-6754440
O[C@H]1CCC2=C1C=C(C=C2)Br	EN300-6776521
NC[C@H]1C[C@@H](O)CN1	EN300-6935380
NOCCOCCO	EN300-1588524
COC(=O)C1(N)CC(CO)C1	EN300-1609237
NCC1=CC2=C(C(=C1)O)C=CC=C2	EN300-37440721
CC(C)(C)OC(=O)N2C[C@@H]1CC[C@H](O)C[C@@H]1C2	EN300-7149340
CC2=C(CO)C1=NCCC(N1N2)C(F)(F)F	EN300-29210
CC[N]1C(=NC2=C1C=C(C=C2)N)O	EN300-37441884
CNC(=O)C1=C(C=C(C=C1)N)O	EN300-1294733
OC2(CC1=CC=C(C=C1)Br)CCNC2	EN300-2394646
CN1CCOCC1CCO	EN300-7445862
OCCCCCCCC1=CC=CC=C1	EN300-7373268
CC(O)CC1CC1	EN300-1230938
OCCSC1=NC=C[NH]1	EN300-1232688
OC1=CC=C(C=C1)C[C@@H]2COCCN2	EN300-7447657
NC[C@]1(F)CC[C@H](CO)CC1	EN300-7447715
CC(O)CC(=O)O	EN300-7398824
OC2=C1C(C=C(OC1=CC=C2)C3=CC=CC=C3)=O	EN300-7408327
CC1(C)CNC[C@H](CO)O1	EN300-7412943
OCCN2CCC1(COC1)CC2	EN300-7459318
OCC12CCCCN1CCCC2	EN300-7459441
NCC[C@@H]1CCCC[C@H]1O	EN300-7459502
NCC[C@@H]1CCCC[C@H]1O	EN300-7459503
O[C@H](CF)C1=CC(=CC=C1)Br	EN300-1613280
OC1=CC(=CC=C1)[N]2C=CC(=N2)C(F)(F)F	EN300-1699157
COCCOCCOCCOC1=NC(=CC=C1)CO	EN300-1666578
CCC(CO)C(C)C	EN300-1241161
CC(C)(C)C1CC(O)C1	EN300-1243457
CN1CCN(CC1)C(=O)CCO	EN300-7455308
CC1(CO)CC(N)C1	EN300-7459770
NC[C@H]1C[C@@H](O)CN1	EN300-7459941
CC1=C(C=CC(=C1)[N]2C=NN=C2)O	EN300-1614031
COC(=O)C(N)CC1=CC(=C(C=C1)O)F	EN300-1698821
CNC(C)CCC1=CC=C(C=C1)O	EN300-1719515
CC(C)C(O)C1CCCCC1	EN300-1251134
NC1=C(N=CN=C1O)Cl	EN300-1254704
CCC1(O)CC1	EN300-1255402
NC1=C(N=CC(=C1)O)Cl	EN300-7456298
CC(F)C(O)CN	EN300-37440737
CCOC(=O)C[N+]1=CSC(=C1C)CCO	EN300-7440820
CCOC(=O)C1=C(C2=C(N=C1)C(=C(Cl)C=C2)F)O	EN300-7441087
OC1=C(C=C(C=C1)C#N)Cl	EN300-14217
OCC1(CF)CCC1	EN300-245291
COCC(C)(C)O	EN300-1255949
CCOC(=O)C1=C(N=C(C=N1)C)O	EN300-7459319
CC(C)(C)OC(=O)NC[C@H]1C[C@@H](O)CN1	EN300-7442655
CNCC(=O)N[C@H]1CC[C@H](O)CC1	EN300-7442802
OCCC1=CC=C(C=C1)SC(F)(F)F	EN300-1930720
O[C@@H]1CNC[C@H]1N2CCOCC2	EN300-1721521
CC(O)[C@]12C[C@H]1CCC2(F)F	EN300-37442035
NC1(CO)CC2CCCC12	EN300-37442039
NC2(CO)CC(CC1=CC=CC=C1)C2	EN300-37442040
OCC1=CC(=CC(=C1)F)C(F)(F)F	EN300-153866
CC(C)(C)[C@@H](N)CO	EN300-1721713
CC(C)(O)C1=C(N=CC=C1)Cl	EN300-1984879
OCC1=C(C=NC=C1F)F	EN300-702505
CC(=C)C(=O)C1=CC=C(C=C1)O	EN300-702859
CCC1=NC2=C(C(=N1)O)C=CC(=C2)Br	EN300-1273333
CC1=CC(=CC(=C1)C)C(C)(C)O	EN300-1838646
NCC(CN)(CN)CO	EN300-7459430
NC1[C@H]2CC[C@@H]1C[C@H](CO)C2	EN300-7459518
OC1(CCOC1)C2=CC=C(C=C2)Br	EN300-332788
O[C@@H]1CCCC[C@H]1OCC2=CC=CC=C2	EN300-332853
CC(C)(C)OC(=O)N1CCC(CCCCCO)CC1	EN300-333130
CC1(C)CC[C@@H](O)[C@H](N)C1	EN300-333584
OCC(=O)OCC1=CC=CC=C1	EN300-103882
NC(=O)C(O)C1CC1	EN300-104159
COCCC[S](=O)(=O)N1CCC(O)CC1	EN300-134929
OC2=NC1=C(C=CC=C1Cl)[NH]2	EN300-135326
CC(C)(O)C1=C(C=C(C=C1)F)F	EN300-135345
OC1=NC(=CC=C1)F	EN300-193864
CC(C(CN)CO)C1=CC=CC=C1	EN300-194125
OC1=CC(=CC=C1)C2=NN=CO2	EN300-35475
OCC2=NC1=C(C=CC=C1)O2	EN300-69111
CC(C)CN1CCOC(CO)C1	EN300-69160
OC1(CCOCC1)C#N	EN300-69264
OCC1=NN=C(O1)C2=C(C=CC=C2)Cl	EN300-69355
OC1(CC1)C2CCOC2	EN300-81027
OC1=C(C=CC=C1)OCC2=CC=C(C=C2)F	EN300-81531
COC1=CC(=CC(=C1)CC(CN)CO)OC	EN300-98584
OC2=C1C=CC=CC1=NC=C2Br	EN300-213833
OC1=CC=C(C=C1)N=[N+]=[N-]	EN300-214974
OCC1=NOC(=C1)C2=C(C=CC=C2)F	EN300-238530
OCCCCCCCCCC=C	EN300-108628
OC(C=C)C#N	EN300-115246
CNCC1(O)CCC1	EN300-135531
CC(O)C1=C(C=NC(=C1)Br)F	EN300-135642
OC1CCOC(C1)C2CCOC2	EN300-136379
CC1(O)CC[S](=O)(=O)C1	EN300-137527
OCCOC1=C(C=CC=C1)O	EN300-16700
OC1CCCCC1C2CCCCN2	EN300-195455
COC1=C(C=CC(=C1)CN)O	EN300-36042
COC(=O)C1=C(C=CS1)O	EN300-69867
OCC(CBr)(CBr)CBr	EN300-69928
OC1CCN(CC1)C(=O)OCC2=CC=CC=C2	EN300-69989
CCC(CO)C1=CC=CC=C1	EN300-70110
CCC(=O)C1=C(C(=C(C=C1)Cl)Cl)O	EN300-70341
COC1=C(C=CC(=C1)F)[C@H](C)O	EN300-82200
CC(C)(C)OC(=O)N1CCC[C@H](CO)C1	EN300-1068251
OCCC[N]1C=C(Cl)C(=N1)[N+](=O)[O-]	EN300-230186
CSC1=CC=C(C=C1)CCO	EN300-1250420
COC(=O)C2CC1=C(C=C(C=C1)O)O2	EN300-141238
CC(C)(O)CC=C	EN300-141484
CC1=NC2=C(C=C1)C(=CC=N2)O	EN300-141778
OCCCNCC1=CC=C(C=C1)F	EN300-167215
CC(O)COC(=O)C=C	EN300-197151
COC1=CC(=CC=C1)O	EN300-20543
CC1=C(C(=CC(=C1)Br)Cl)O	EN300-20818
CC2=C1C(COC1=CC(=C2)O)=O	EN300-36436
C[S](=O)(=O)NC1=CC(=CC=C1)O	EN300-36770
OCCCCN1CCN(CC1)C2=NC=CC=N2	EN300-70516
NC1=C(C=CN=C1)SCCCO	EN300-70703
CC(O)CN(C)C1CCNCC1	EN300-71088
CSC(CO)C(C)N	EN300-82625
CCC[C@H](N)CO	EN300-216034
N[S](=O)(=O)C1=CC=C(C=C1)NCC2=C(C(=CC(=C2)Cl)Cl)O	EN300-216766
COC(=O)C(=O)CC(=O)C1=C(C=CC=C1)O	EN300-230793
CNC(C(=O)OC)C1=CC(=CC=C1)O	EN300-299331
COC1=C(C=CC(=C1)Br)CO	EN300-301070
OCCCN1CCC(F)C1	EN300-761196
OC2C1CCOC1C23CCCC3	EN300-116616
O[C@H]1CCCOC2=C1C=CC=C2	EN300-116691
O[C@H]1CCC[S](=O)(=O)C2=C1C=CC=C2	EN300-116731
OCC1CC[S](=O)(=O)CC1	EN300-116900
NC1=C(C=CC(=C1)Cl)C(=O)N2CCCCC2CCO	EN300-37242
CC(C)C(O)CN	EN300-83401
OC[C](=[C]1C[CH2]C1)F	EN300-1073359
CCC1=NC(=C(CO)O1)C	EN300-217177
OCC1=CSC2=NC=C[N]12	EN300-217209
CC(C)(O)C1=NC=CC=N1	EN300-217531
OCC(=O)C1=CC(=CC=C1)C#N	EN300-217658
CCN(CC)C(=S)SCCCCO	EN300-299516
OC2CN(CC1=C(C=CC(=C1)C#N)F)C2	EN300-299954
CC(C)(O)CC1=CC2=C(C=C1)CCCC2	EN300-300245
CCC(CO)C1=CC2=C(C=C1)CCCC2	EN300-300292
OCC[S](=O)(=O)NCC1=CC=CC=C1	EN300-116903
CC(C)C1=CC=C(C=C1)C2(O)CCC(=O)CC2	EN300-117349
O[C@@H]3CCN(CC1=NC(=NO1)C2=CC=CC=C2)C3	EN300-117398
OC1=CC=C(C=C1)C2=CCNCC2	EN300-23798
CC(=O)C1=C(C=C(C=C1)C)O	EN300-24186
OCC1=CC2=C(N=C1)C=CC=C2	EN300-72080
OCC1CCC2=C1C=CC=C2	EN300-72494
CC(O)C(=O)N	EN300-72519
NC1=NC(=CC=C1)C(=O)N2CCCC2CO	EN300-83878
CC1=C(C=C(C(=C1)C)CO)N	EN300-84272
COC(=O)C1=C[N](N=C1)CO	EN300-231698
NCC12CC3CC1C2C3O	EN300-6491038
CCOC(=O)C1=NOC=C1O	EN300-6894091
C[C@H]1CC[C@@](C)(CO)C1(C)C	EN300-300789
NC(=O)C1=C(C=CN=C1)O	EN300-301493
NC1=C(C=C(C=C1)C#N)O	EN300-303374
CCN(CC)[S](=O)(=O)C1=CC(=C(C=C1)O)N	EN300-02188
CC(C)(C)C1=C(C=CC=N1)O	EN300-117929
OC1=CC2=C(C=C1)C(=O)CO2	EN300-15034
CC(=O)NCCO	EN300-15590
